Features;NSHAP-Value
race:black,hyperlipidemia:No,endstage:55.00.renal.disease,cancer:No;False
race:black,hyperlipidemia:No,chronic.kidney.disease:No,asthma:No;0.0001
race:black,hyperlipidemia:No,chronic.kidney.disease:No,copd:No;False
race:black,hyperlipidemia:No,chronic.kidney.disease:No,dementia:No;False
race:black,hyperlipidemia:No,chronic.kidney.disease:No,cancer:No;False
race:black,hyperlipidemia:No,asthma:No,copd:No;0.0005
race:black,hyperlipidemia:No,asthma:No,dementia:No;False
race:black,hyperlipidemia:No,asthma:No,cancer:No;False
race:black,hyperlipidemia:No,copd:No,dementia:No;False
race:black,hyperlipidemia:No,copd:No,cancer:No;-0.0001
race:black,hyperlipidemia:No,dementia:No,cancer:No;-0.0002
race:black,diabetes:Yes,coronary.artery.disease:No,chf:No;0.0051
race:black,diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No;0.0004
race:black,diabetes:Yes,coronary.artery.disease:No,hepatitis:No;False
race:black,diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease;-0.0002
race:black,diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No;0.0002
race:black,diabetes:Yes,coronary.artery.disease:No,asthma:No;0.002
race:black,diabetes:Yes,coronary.artery.disease:No,copd:No;0.0008
race:black,diabetes:Yes,coronary.artery.disease:No,dementia:No;0.0017
race:black,diabetes:Yes,coronary.artery.disease:No,cancer:No;0.0007
race:black,diabetes:Yes,chf:No,cerebrovascular.disease:No;0.0005
race:black,diabetes:Yes,chf:No,hepatitis:No;False
race:black,diabetes:Yes,chf:No,endstage:55.00.renal.disease;-0.0007
race:black,diabetes:Yes,chf:No,chronic.kidney.disease:No;False
race:black,diabetes:Yes,chf:No,asthma:No;0.0004
race:black,diabetes:Yes,chf:No,copd:No;0.0005
race:black,diabetes:Yes,chf:No,dementia:No;0.0004
race:black,diabetes:Yes,chf:No,cancer:No;0.0003
race:black,diabetes:Yes,cerebrovascular.disease:No,hepatitis:No;False
race:black,diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease;-0.0001
race:black,diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No;False
race:black,diabetes:Yes,cerebrovascular.disease:No,asthma:No;0.0001
race:black,diabetes:Yes,cerebrovascular.disease:No,copd:No;-0.0001
race:black,diabetes:Yes,cerebrovascular.disease:No,dementia:No;-0.0001
race:black,diabetes:Yes,cerebrovascular.disease:No,cancer:No;False
race:black,diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease;-0.0002
race:black,diabetes:Yes,hepatitis:No,chronic.kidney.disease:No;False
race:black,diabetes:Yes,hepatitis:No,asthma:No;False
race:black,diabetes:Yes,hepatitis:No,copd:No;False
race:black,diabetes:Yes,hepatitis:No,dementia:No;False
race:black,diabetes:Yes,hepatitis:No,cancer:No;-0.0001
race:black,diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
race:black,diabetes:Yes,endstage:55.00.renal.disease,asthma:No;False
race:black,diabetes:Yes,endstage:55.00.renal.disease,copd:No;-0.0001
race:black,diabetes:Yes,endstage:55.00.renal.disease,dementia:No;False
race:black,diabetes:Yes,endstage:55.00.renal.disease,cancer:No;False
race:black,diabetes:Yes,chronic.kidney.disease:No,asthma:No;False
race:black,diabetes:Yes,chronic.kidney.disease:No,copd:No;False
race:black,diabetes:Yes,chronic.kidney.disease:No,dementia:No;False
race:black,diabetes:Yes,chronic.kidney.disease:No,cancer:No;-0.0002
race:black,diabetes:Yes,asthma:No,copd:No;0.0006
race:black,diabetes:Yes,asthma:No,dementia:No;0.0001
race:black,diabetes:Yes,asthma:No,cancer:No;0.0001
race:black,diabetes:Yes,copd:No,dementia:No;0.0001
race:black,diabetes:Yes,copd:No,cancer:No;-0.0003
race:black,diabetes:Yes,dementia:No,cancer:No;False
race:black,coronary.artery.disease:No,chf:No,cerebrovascular.disease:No;0.0004
race:black,coronary.artery.disease:No,chf:No,hepatitis:No;False
race:black,coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease;-0.0008
race:black,coronary.artery.disease:No,chf:No,chronic.kidney.disease:No;0.0021
race:black,coronary.artery.disease:No,chf:No,asthma:No;0.0005
race:black,coronary.artery.disease:No,chf:No,copd:No;False
race:black,coronary.artery.disease:No,chf:No,dementia:No;0.0005
race:black,coronary.artery.disease:No,chf:No,cancer:No;0.0002
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No;False
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;-0.0001
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0003
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No;0.0001
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,copd:No;0.0002
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No;False
race:black,coronary.artery.disease:No,cerebrovascular.disease:No,cancer:No;0.0001
race:black,coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease;-0.0001
race:black,coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No;0.0001
race:black,coronary.artery.disease:No,hepatitis:No,asthma:No;False
race:black,coronary.artery.disease:No,hepatitis:No,copd:No;False
race:black,coronary.artery.disease:No,hepatitis:No,dementia:No;False
race:black,coronary.artery.disease:No,hepatitis:No,cancer:No;False
race:black,coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0004
race:black,coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No;False
race:black,coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No;False
race:black,coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No;-0.0001
race:black,coronary.artery.disease:No,endstage:55.00.renal.disease,cancer:No;False
race:black,coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No;0.0001
race:black,coronary.artery.disease:No,chronic.kidney.disease:No,copd:No;0.0001
race:black,coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No;0.0001
race:black,coronary.artery.disease:No,chronic.kidney.disease:No,cancer:No;False
race:black,coronary.artery.disease:No,asthma:No,copd:No;0.0011
race:black,coronary.artery.disease:No,asthma:No,dementia:No;-0.0001
race:black,coronary.artery.disease:No,asthma:No,cancer:No;False
race:black,coronary.artery.disease:No,copd:No,dementia:No;-0.0001
race:black,coronary.artery.disease:No,copd:No,cancer:No;-0.0001
race:black,coronary.artery.disease:No,dementia:No,cancer:No;-0.0001
race:black,chf:No,cerebrovascular.disease:No,hepatitis:No;False
race:black,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
race:black,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
race:black,chf:No,cerebrovascular.disease:No,asthma:No;0.0001
race:black,chf:No,cerebrovascular.disease:No,copd:No;False
race:black,chf:No,cerebrovascular.disease:No,dementia:No;False
race:black,chf:No,cerebrovascular.disease:No,cancer:No;0.0001
race:black,chf:No,hepatitis:No,endstage:55.00.renal.disease;False
race:black,chf:No,hepatitis:No,chronic.kidney.disease:No;False
race:black,chf:No,hepatitis:No,asthma:No;False
race:black,chf:No,hepatitis:No,copd:No;False
race:black,chf:No,hepatitis:No,dementia:No;False
race:black,chf:No,hepatitis:No,cancer:No;False
race:black,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0005
race:black,chf:No,endstage:55.00.renal.disease,asthma:No;False
race:black,chf:No,endstage:55.00.renal.disease,copd:No;False
race:black,chf:No,endstage:55.00.renal.disease,dementia:No;False
race:black,chf:No,endstage:55.00.renal.disease,cancer:No;False
race:black,chf:No,chronic.kidney.disease:No,asthma:No;False
race:black,chf:No,chronic.kidney.disease:No,copd:No;0.0001
race:black,chf:No,chronic.kidney.disease:No,dementia:No;-0.0001
race:black,chf:No,chronic.kidney.disease:No,cancer:No;0.0001
race:black,chf:No,asthma:No,copd:No;0.0003
race:black,chf:No,asthma:No,dementia:No;0.0001
race:black,chf:No,asthma:No,cancer:No;False
race:black,chf:No,copd:No,dementia:No;False
race:black,chf:No,copd:No,cancer:No;0.0001
race:black,chf:No,dementia:No,cancer:No;0.0001
race:black,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
race:black,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
race:black,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
race:black,cerebrovascular.disease:No,hepatitis:No,copd:No;False
race:black,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
race:black,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
race:black,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
race:black,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
race:black,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
race:black,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
race:black,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
race:black,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
race:black,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
race:black,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
race:black,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
race:black,cerebrovascular.disease:No,asthma:No,copd:No;0.0001
race:black,cerebrovascular.disease:No,asthma:No,dementia:No;False
race:black,cerebrovascular.disease:No,asthma:No,cancer:No;False
race:black,cerebrovascular.disease:No,copd:No,dementia:No;False
race:black,cerebrovascular.disease:No,copd:No,cancer:No;False
race:black,cerebrovascular.disease:No,dementia:No,cancer:No;False
race:black,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
race:black,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
race:black,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
race:black,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
race:black,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
race:black,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
race:black,hepatitis:No,chronic.kidney.disease:No,copd:No;False
race:black,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
race:black,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
race:black,hepatitis:No,asthma:No,copd:No;False
race:black,hepatitis:No,asthma:No,dementia:No;False
race:black,hepatitis:No,asthma:No,cancer:No;False
race:black,hepatitis:No,copd:No,dementia:No;False
race:black,hepatitis:No,copd:No,cancer:No;False
race:black,hepatitis:No,dementia:No,cancer:No;False
race:black,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
race:black,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
race:black,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;-0.0001
race:black,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
race:black,endstage:55.00.renal.disease,asthma:No,copd:No;False
race:black,endstage:55.00.renal.disease,asthma:No,dementia:No;False
race:black,endstage:55.00.renal.disease,asthma:No,cancer:No;False
race:black,endstage:55.00.renal.disease,copd:No,dementia:No;False
race:black,endstage:55.00.renal.disease,copd:No,cancer:No;False
race:black,endstage:55.00.renal.disease,dementia:No,cancer:No;False
race:black,chronic.kidney.disease:No,asthma:No,copd:No;0.0001
race:black,chronic.kidney.disease:No,asthma:No,dementia:No;False
race:black,chronic.kidney.disease:No,asthma:No,cancer:No;False
race:black,chronic.kidney.disease:No,copd:No,dementia:No;False
race:black,chronic.kidney.disease:No,copd:No,cancer:No;False
race:black,chronic.kidney.disease:No,dementia:No,cancer:No;False
race:black,asthma:No,copd:No,dementia:No;0.0001
race:black,asthma:No,copd:No,cancer:No;0.0001
race:black,asthma:No,dementia:No,cancer:No;False
race:black,copd:No,dementia:No,cancer:No;False
sex:male,hypertension:Yes,hyperlipidemia:No,diabetes:Yes;-0.001
sex:male,hypertension:Yes,hyperlipidemia:No,coronary.artery.disease:No;0.0007
sex:male,hypertension:Yes,hyperlipidemia:No,chf:No;-0.0002
sex:male,hypertension:Yes,hyperlipidemia:No,cerebrovascular.disease:No;False
sex:male,hypertension:Yes,hyperlipidemia:No,hepatitis:No;False
sex:male,hypertension:Yes,hyperlipidemia:No,endstage:55.00.renal.disease;False
sex:male,hypertension:Yes,hyperlipidemia:No,chronic.kidney.disease:No;-0.0001
sex:male,hypertension:Yes,hyperlipidemia:No,asthma:No;-0.0001
sex:male,hypertension:Yes,hyperlipidemia:No,copd:No;False
sex:male,hypertension:Yes,hyperlipidemia:No,dementia:No;-0.0001
sex:male,hypertension:Yes,hyperlipidemia:No,cancer:No;-0.0001
sex:male,hypertension:Yes,diabetes:Yes,coronary.artery.disease:No;0.0032
sex:male,hypertension:Yes,diabetes:Yes,chf:No;-0.0008
sex:male,hypertension:Yes,diabetes:Yes,cerebrovascular.disease:No;0.0001
sex:male,hypertension:Yes,diabetes:Yes,hepatitis:No;-0.0001
sex:male,hypertension:Yes,diabetes:Yes,endstage:55.00.renal.disease;-0.0012
sex:male,hypertension:Yes,diabetes:Yes,chronic.kidney.disease:No;-0.0001
sex:male,hypertension:Yes,diabetes:Yes,asthma:No;-0.0018
sex:male,hypertension:Yes,diabetes:Yes,copd:No;0.0003
sex:male,hypertension:Yes,diabetes:Yes,dementia:No;-0.0024
sex:male,hypertension:Yes,diabetes:Yes,cancer:No;0.0009
sex:male,hypertension:Yes,coronary.artery.disease:No,chf:No;-0.0006
sex:male,hypertension:Yes,coronary.artery.disease:No,cerebrovascular.disease:No;0.0004
sex:male,hypertension:Yes,coronary.artery.disease:No,hepatitis:No;-0.0001
sex:male,hypertension:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease;0.0003
sex:male,hypertension:Yes,coronary.artery.disease:No,chronic.kidney.disease:No;0.0002
sex:male,hypertension:Yes,coronary.artery.disease:No,asthma:No;0.0001
sex:male,hypertension:Yes,coronary.artery.disease:No,copd:No;0.0004
sex:male,hypertension:Yes,coronary.artery.disease:No,dementia:No;0.0005
sex:male,hypertension:Yes,coronary.artery.disease:No,cancer:No;0.0006
sex:male,hypertension:Yes,chf:No,cerebrovascular.disease:No;False
sex:male,hypertension:Yes,chf:No,hepatitis:No;-0.0001
sex:male,hypertension:Yes,chf:No,endstage:55.00.renal.disease;False
sex:male,hypertension:Yes,chf:No,chronic.kidney.disease:No;-0.0001
sex:male,hypertension:Yes,chf:No,asthma:No;-0.0004
sex:male,hypertension:Yes,chf:No,copd:No;False
sex:male,hypertension:Yes,chf:No,dementia:No;0.0002
sex:male,hypertension:Yes,chf:No,cancer:No;-0.0001
sex:male,hypertension:Yes,cerebrovascular.disease:No,hepatitis:No;False
sex:male,hypertension:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
sex:male,hypertension:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No;False
sex:male,hypertension:Yes,cerebrovascular.disease:No,asthma:No;False
sex:male,hypertension:Yes,cerebrovascular.disease:No,copd:No;False
sex:male,hypertension:Yes,cerebrovascular.disease:No,dementia:No;0.0002
sex:male,hypertension:Yes,cerebrovascular.disease:No,cancer:No;False
sex:male,hypertension:Yes,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,hypertension:Yes,hepatitis:No,chronic.kidney.disease:No;False
sex:male,hypertension:Yes,hepatitis:No,asthma:No;False
sex:male,hypertension:Yes,hepatitis:No,copd:No;False
sex:male,hypertension:Yes,hepatitis:No,dementia:No;False
sex:male,hypertension:Yes,hepatitis:No,cancer:No;False
sex:male,hypertension:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
sex:male,hypertension:Yes,endstage:55.00.renal.disease,asthma:No;False
sex:male,hypertension:Yes,endstage:55.00.renal.disease,copd:No;False
sex:male,hypertension:Yes,endstage:55.00.renal.disease,dementia:No;False
sex:male,hypertension:Yes,endstage:55.00.renal.disease,cancer:No;-0.0001
sex:male,hypertension:Yes,chronic.kidney.disease:No,asthma:No;False
sex:male,hypertension:Yes,chronic.kidney.disease:No,copd:No;False
sex:male,hypertension:Yes,chronic.kidney.disease:No,dementia:No;False
sex:male,hypertension:Yes,chronic.kidney.disease:No,cancer:No;-0.0001
sex:male,hypertension:Yes,asthma:No,copd:No;False
sex:male,hypertension:Yes,asthma:No,dementia:No;False
sex:male,hypertension:Yes,asthma:No,cancer:No;-0.0001
sex:male,hypertension:Yes,copd:No,dementia:No;0.0001
sex:male,hypertension:Yes,copd:No,cancer:No;False
sex:male,hypertension:Yes,dementia:No,cancer:No;False
sex:male,hyperlipidemia:No,diabetes:Yes,coronary.artery.disease:No;-0.0004
sex:male,hyperlipidemia:No,diabetes:Yes,chf:No;-0.0022
sex:male,hyperlipidemia:No,diabetes:Yes,cerebrovascular.disease:No;-0.0005
sex:male,hyperlipidemia:No,diabetes:Yes,hepatitis:No;False
sex:male,hyperlipidemia:No,diabetes:Yes,endstage:55.00.renal.disease;False
sex:male,hyperlipidemia:No,diabetes:Yes,chronic.kidney.disease:No;-0.0007
sex:male,hyperlipidemia:No,diabetes:Yes,asthma:No;-0.0006
sex:male,hyperlipidemia:No,diabetes:Yes,copd:No;-0.0001
sex:male,hyperlipidemia:No,diabetes:Yes,dementia:No;-0.0027
sex:male,hyperlipidemia:No,diabetes:Yes,cancer:No;-0.0005
sex:male,hyperlipidemia:No,coronary.artery.disease:No,chf:No;-0.0009
sex:male,hyperlipidemia:No,coronary.artery.disease:No,cerebrovascular.disease:No;0.0003
sex:male,hyperlipidemia:No,coronary.artery.disease:No,hepatitis:No;False
sex:male,hyperlipidemia:No,coronary.artery.disease:No,endstage:55.00.renal.disease;0.0002
sex:male,hyperlipidemia:No,coronary.artery.disease:No,chronic.kidney.disease:No;0.0008
sex:male,hyperlipidemia:No,coronary.artery.disease:No,asthma:No;-0.0002
sex:male,hyperlipidemia:No,coronary.artery.disease:No,copd:No;-0.0001
sex:male,hyperlipidemia:No,coronary.artery.disease:No,dementia:No;0.0004
sex:male,hyperlipidemia:No,coronary.artery.disease:No,cancer:No;0.0005
sex:male,hyperlipidemia:No,chf:No,cerebrovascular.disease:No;-0.0001
sex:male,hyperlipidemia:No,chf:No,hepatitis:No;False
sex:male,hyperlipidemia:No,chf:No,endstage:55.00.renal.disease;-0.0001
sex:male,hyperlipidemia:No,chf:No,chronic.kidney.disease:No;-0.0003
sex:male,hyperlipidemia:No,chf:No,asthma:No;-0.0002
sex:male,hyperlipidemia:No,chf:No,copd:No;0.0001
sex:male,hyperlipidemia:No,chf:No,dementia:No;0.0001
sex:male,hyperlipidemia:No,chf:No,cancer:No;0.0002
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No;False
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0001
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,asthma:No;False
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,copd:No;False
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,dementia:No;False
sex:male,hyperlipidemia:No,cerebrovascular.disease:No,cancer:No;0.0002
sex:male,hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No;False
sex:male,hyperlipidemia:No,hepatitis:No,asthma:No;False
sex:male,hyperlipidemia:No,hepatitis:No,copd:No;False
sex:male,hyperlipidemia:No,hepatitis:No,dementia:No;False
sex:male,hyperlipidemia:No,hepatitis:No,cancer:No;False
sex:male,hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
sex:male,hyperlipidemia:No,endstage:55.00.renal.disease,asthma:No;-0.0001
sex:male,hyperlipidemia:No,endstage:55.00.renal.disease,copd:No;False
sex:male,hyperlipidemia:No,endstage:55.00.renal.disease,dementia:No;False
sex:male,hyperlipidemia:No,endstage:55.00.renal.disease,cancer:No;False
sex:male,hyperlipidemia:No,chronic.kidney.disease:No,asthma:No;False
sex:male,hyperlipidemia:No,chronic.kidney.disease:No,copd:No;0.0002
sex:male,hyperlipidemia:No,chronic.kidney.disease:No,dementia:No;-0.0001
sex:male,hyperlipidemia:No,chronic.kidney.disease:No,cancer:No;False
sex:male,hyperlipidemia:No,asthma:No,copd:No;-0.0001
sex:male,hyperlipidemia:No,asthma:No,dementia:No;False
sex:male,hyperlipidemia:No,asthma:No,cancer:No;0.0001
sex:male,hyperlipidemia:No,copd:No,dementia:No;False
sex:male,hyperlipidemia:No,copd:No,cancer:No;False
sex:male,hyperlipidemia:No,dementia:No,cancer:No;0.0001
sex:male,diabetes:Yes,coronary.artery.disease:No,chf:No;-0.004
sex:male,diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No;0.0004
sex:male,diabetes:Yes,coronary.artery.disease:No,hepatitis:No;False
sex:male,diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease;0.0001
sex:male,diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No;False
sex:male,diabetes:Yes,coronary.artery.disease:No,asthma:No;-0.0006
sex:male,diabetes:Yes,coronary.artery.disease:No,copd:No;-0.0001
sex:male,diabetes:Yes,coronary.artery.disease:No,dementia:No;-0.0027
sex:male,diabetes:Yes,coronary.artery.disease:No,cancer:No;-0.0002
sex:male,diabetes:Yes,chf:No,cerebrovascular.disease:No;0.0003
sex:male,diabetes:Yes,chf:No,hepatitis:No;-0.0001
sex:male,diabetes:Yes,chf:No,endstage:55.00.renal.disease;-0.0004
sex:male,diabetes:Yes,chf:No,chronic.kidney.disease:No;-0.0002
sex:male,diabetes:Yes,chf:No,asthma:No;-0.0009
sex:male,diabetes:Yes,chf:No,copd:No;-0.0012
sex:male,diabetes:Yes,chf:No,dementia:No;-0.0016
sex:male,diabetes:Yes,chf:No,cancer:No;-0.0002
sex:male,diabetes:Yes,cerebrovascular.disease:No,hepatitis:No;False
sex:male,diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
sex:male,diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No;False
sex:male,diabetes:Yes,cerebrovascular.disease:No,asthma:No;False
sex:male,diabetes:Yes,cerebrovascular.disease:No,copd:No;0.0001
sex:male,diabetes:Yes,cerebrovascular.disease:No,dementia:No;-0.001
sex:male,diabetes:Yes,cerebrovascular.disease:No,cancer:No;0.0001
sex:male,diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,diabetes:Yes,hepatitis:No,chronic.kidney.disease:No;False
sex:male,diabetes:Yes,hepatitis:No,asthma:No;False
sex:male,diabetes:Yes,hepatitis:No,copd:No;False
sex:male,diabetes:Yes,hepatitis:No,dementia:No;False
sex:male,diabetes:Yes,hepatitis:No,cancer:No;False
sex:male,diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
sex:male,diabetes:Yes,endstage:55.00.renal.disease,asthma:No;False
sex:male,diabetes:Yes,endstage:55.00.renal.disease,copd:No;-0.0001
sex:male,diabetes:Yes,endstage:55.00.renal.disease,dementia:No;-0.0001
sex:male,diabetes:Yes,endstage:55.00.renal.disease,cancer:No;False
sex:male,diabetes:Yes,chronic.kidney.disease:No,asthma:No;False
sex:male,diabetes:Yes,chronic.kidney.disease:No,copd:No;False
sex:male,diabetes:Yes,chronic.kidney.disease:No,dementia:No;False
sex:male,diabetes:Yes,chronic.kidney.disease:No,cancer:No;-0.0001
sex:male,diabetes:Yes,asthma:No,copd:No;-0.0004
sex:male,diabetes:Yes,asthma:No,dementia:No;-0.0001
sex:male,diabetes:Yes,asthma:No,cancer:No;-0.0001
sex:male,diabetes:Yes,copd:No,dementia:No;-0.0004
sex:male,diabetes:Yes,copd:No,cancer:No;-0.0004
sex:male,diabetes:Yes,dementia:No,cancer:No;-0.0006
sex:male,coronary.artery.disease:No,chf:No,cerebrovascular.disease:No;0.0004
sex:male,coronary.artery.disease:No,chf:No,hepatitis:No;False
sex:male,coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease;-0.0003
sex:male,coronary.artery.disease:No,chf:No,chronic.kidney.disease:No;0.0002
sex:male,coronary.artery.disease:No,chf:No,asthma:No;-0.0011
sex:male,coronary.artery.disease:No,chf:No,copd:No;0.0005
sex:male,coronary.artery.disease:No,chf:No,dementia:No;0.0009
sex:male,coronary.artery.disease:No,chf:No,cancer:No;-0.0001
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No;False
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No;-0.0001
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,copd:No;-0.0001
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No;0.0002
sex:male,coronary.artery.disease:No,cerebrovascular.disease:No,cancer:No;-0.0001
sex:male,coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No;False
sex:male,coronary.artery.disease:No,hepatitis:No,asthma:No;False
sex:male,coronary.artery.disease:No,hepatitis:No,copd:No;False
sex:male,coronary.artery.disease:No,hepatitis:No,dementia:No;False
sex:male,coronary.artery.disease:No,hepatitis:No,cancer:No;False
sex:male,coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
sex:male,coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No;False
sex:male,coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No;False
sex:male,coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No;0.0001
sex:male,coronary.artery.disease:No,endstage:55.00.renal.disease,cancer:No;False
sex:male,coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No;-0.0001
sex:male,coronary.artery.disease:No,chronic.kidney.disease:No,copd:No;0.0001
sex:male,coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No;-0.0001
sex:male,coronary.artery.disease:No,chronic.kidney.disease:No,cancer:No;-0.0001
sex:male,coronary.artery.disease:No,asthma:No,copd:No;-0.001
sex:male,coronary.artery.disease:No,asthma:No,dementia:No;-0.0002
sex:male,coronary.artery.disease:No,asthma:No,cancer:No;False
sex:male,coronary.artery.disease:No,copd:No,dementia:No;False
sex:male,coronary.artery.disease:No,copd:No,cancer:No;False
sex:male,coronary.artery.disease:No,dementia:No,cancer:No;False
sex:male,chf:No,cerebrovascular.disease:No,hepatitis:No;False
sex:male,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
sex:male,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
sex:male,chf:No,cerebrovascular.disease:No,asthma:No;False
sex:male,chf:No,cerebrovascular.disease:No,copd:No;False
sex:male,chf:No,cerebrovascular.disease:No,dementia:No;0.0001
sex:male,chf:No,cerebrovascular.disease:No,cancer:No;False
sex:male,chf:No,hepatitis:No,endstage:55.00.renal.disease;False
sex:male,chf:No,hepatitis:No,chronic.kidney.disease:No;False
sex:male,chf:No,hepatitis:No,asthma:No;-0.0001
sex:male,chf:No,hepatitis:No,copd:No;False
sex:male,chf:No,hepatitis:No,dementia:No;False
sex:male,chf:No,hepatitis:No,cancer:No;False
sex:male,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
sex:male,chf:No,endstage:55.00.renal.disease,asthma:No;False
sex:male,chf:No,endstage:55.00.renal.disease,copd:No;False
sex:male,chf:No,endstage:55.00.renal.disease,dementia:No;False
sex:male,chf:No,endstage:55.00.renal.disease,cancer:No;False
sex:male,chf:No,chronic.kidney.disease:No,asthma:No;-0.0001
